source	line	kind	declaration
text/compat.rs	28	public	pub struct TextView {
text/compat.rs	38	impl	impl Styled for TextView {
text/compat.rs	44	impl	impl TextView {
text/compat.rs	46	public	pub fn new(state: &Entity<TextViewState>) -> Self {
text/compat.rs	56	public	pub fn markdown(id: impl Into<ElementId>, text: impl Into<SharedString>) -> Self {
text/compat.rs	67	public	pub fn html(id: impl Into<ElementId>, text: impl Into<SharedString>) -> Self {
text/compat.rs	78	public	pub fn style(mut self, style: TextViewStyle) -> Self {
text/compat.rs	83	public	pub fn selectable(mut self, value: bool) -> Self {
text/compat.rs	88	public	pub fn selection_format(mut self, value: SelectionFormat) -> Self {
text/compat.rs	93	public	pub fn scrollable(mut self, value: bool) -> Self {
text/compat.rs	102	public	pub fn stream_fade(mut self, value: bool) -> Self {
text/compat.rs	108	public	pub fn motion(mut self, motion: TextViewMotion) -> Self {
text/compat.rs	113	public	pub fn max_lines(mut self, value: usize) -> Self {
text/compat.rs	118	public	pub fn code_block_actions<F, E>(mut self, f: F) -> Self where F: Fn(&CodeBlock, &mut Window, &mut App) -> E + Send + Sync + 'static, E: IntoElement, {
text/compat.rs	127	public	pub fn table_actions<F, E>(mut self, f: F) -> Self where F: Fn(&TableData, &mut Window, &mut App) -> E + Send + Sync + 'static, E: IntoElement, {
text/compat.rs	136	public	pub fn on_link_click<F>(mut self, f: F) -> Self where F: Fn(&SharedString, &ClickEvent, &mut Window, &mut App) + Send + Sync + 'static, {
text/compat.rs	144	public	pub fn markdown_extensions(mut self, value: MarkdownExtensions) -> Self {
text/compat.rs	149	public	pub fn markdown_mdx(mut self) -> Self {
text/compat.rs	155	public	pub fn markdown_block_parser<F>(mut self, parser: F) -> Self where F: for<'a> Fn(&markdown::mdast::Node, &MarkdownParseContext<'a>) -> Option<MarkdownNode> + Send + Sync + 'static, {
text/compat.rs	166	public	pub fn markdown_block_renderer<F, E>( mut self, name: impl Into<SharedString>, renderer: F, ) -> Self where F: Fn(&MarkdownNode, &mut Window, &mut App) -> E + Send + Sync + 'static, E: IntoElement, {
text/compat.rs	179	public	pub fn plugin<P>(self, plugin: P) -> Self where P: TextViewPlugin, {
text/compat.rs	187	impl	impl IntoElement for TextView {
text/compat.rs	196	public	pub struct TextViewLayoutState {
text/compat.rs	201	public	pub struct TextViewPrepaintState;
text/compat.rs	203	impl	impl Element for TextView {
text/compat.rs	356	public	pub trait TextViewPlugin {
text/compat.rs	358	trait-member	fn setup(self, text_view: TextView) -> TextView;
text/compat.rs	360	impl	impl<P> TextViewPlugin for P where P: MarkdownPlugin, {
text/compat.rs	372	public	pub enum Text {
text/compat.rs	376	impl	impl From<SharedString> for Text {
text/compat.rs	381	impl	impl From<String> for Text {
text/compat.rs	386	impl	impl From<&str> for Text {
text/compat.rs	391	impl	impl From<TextView> for Text {
text/compat.rs	396	impl	impl Text {
text/compat.rs	398	public	pub fn style(self, style: TextViewStyle) -> Self {
text/compat.rs	411	impl	impl RenderOnce for Text {
text/compat.rs	422	public	pub fn markdown(source: impl Into<SharedString>) -> TextView {
text/compat.rs	430	public	pub fn html(source: impl Into<SharedString>) -> TextView {
text/frontmatter.rs	21	impl	impl Frontmatter {
text/frontmatter.rs	39	public	pub struct FrontmatterPlugin;
text/frontmatter.rs	41	impl	impl FrontmatterPlugin {
text/frontmatter.rs	42	public	pub fn new() -> Self {
text/frontmatter.rs	47	impl	impl MarkdownPlugin for FrontmatterPlugin {
text/mod.rs	7	public	pub use compat::{
text/mod.rs	10	public	pub use frontmatter::FrontmatterPlugin;
text/mod.rs	11	public	pub use gpui_base::text::{
text/mod.rs	16	public	pub use style::TextViewStyle;
text/style.rs	13	public	pub struct TextViewStyle {
text/style.rs	15	public	pub paragraph_gap: Rems,
text/style.rs	17	public	pub heading_base_font_size: Pixels,
text/style.rs	22	public	pub heading_font_size: Option<Arc<dyn Fn(u8, Pixels) -> Pixels + Send + Sync + 'static>>,
text/style.rs	24	public	pub highlight_theme: Arc<HighlightTheme>,
text/style.rs	26	public	pub code_block: StyleRefinement,
text/style.rs	35	public	pub table: StyleRefinement,
text/style.rs	38	public	pub table_head: StyleRefinement,
text/style.rs	44	public	pub table_cell: StyleRefinement,
text/style.rs	49	public	pub inline_code: HighlightStyle,
text/style.rs	51	public	pub is_dark: bool,
text/style.rs	54	impl	impl Default for TextViewStyle {
text/style.rs	71	impl	impl PartialEq for TextViewStyle {
text/style.rs	93	impl	impl TextViewStyle {
text/style.rs	95	public	pub fn paragraph_gap(mut self, gap: Rems) -> Self {
text/style.rs	101	public	pub fn heading_font_size<F>(mut self, f: F) -> Self where F: Fn(u8, Pixels) -> Pixels + Send + Sync + 'static, {
text/style.rs	109	public	pub fn code_block(mut self, style: StyleRefinement) -> Self {
text/style.rs	114	public	pub fn inline_code(mut self, style: HighlightStyle) -> Self {
text/style.rs	123	public	pub fn table(mut self, style: StyleRefinement) -> Self {
text/style.rs	128	public	pub fn table_head(mut self, style: StyleRefinement) -> Self {
text/style.rs	137	public	pub fn table_cell(mut self, style: StyleRefinement) -> Self {
theme/color.rs	16	public	pub fn hsl(h: f32, s: f32, l: f32) -> Hsla {
theme/color.rs	20	public	pub trait Colorize: Sized {
theme/color.rs	24	trait-member	fn opacity(&self, opacity: f32) -> Self;
theme/color.rs	28	trait-member	fn divide(&self, divisor: f32) -> Self;
theme/color.rs	30	trait-member	fn invert(&self) -> Self;
theme/color.rs	32	trait-member	fn invert_l(&self) -> Self;
theme/color.rs	36	trait-member	fn lighten(&self, amount: f32) -> Self;
theme/color.rs	40	trait-member	fn darken(&self, amount: f32) -> Self;
theme/color.rs	42	trait-member	fn apply(&self, base_color: Self) -> Self;
theme/color.rs	45	trait-member	fn mix(&self, other: Self, factor: f32) -> Self;
theme/color.rs	49	trait-member	fn mix_oklab(&self, other: Self, factor: f32) -> Self;
theme/color.rs	51	trait-member	fn hue(&self, hue: f32) -> Self;
theme/color.rs	53	trait-member	fn saturation(&self, saturation: f32) -> Self;
theme/color.rs	55	trait-member	fn lightness(&self, lightness: f32) -> Self;
theme/color.rs	58	trait-member	fn to_hex(&self) -> String;
theme/color.rs	60	trait-member	fn parse_hex(hex: &str) -> Result<Self>;
theme/color.rs	89	public	pub fn rgb_to_oklab(rgb: Rgba) -> (f32, f32, f32) {
theme/color.rs	114	public	pub fn oklab_to_rgb(L: f32, a: f32, b: f32) -> Rgba {
theme/color.rs	149	public	pub fn oklch(lightness: f32, chroma: f32, hue: f32) -> Hsla {
theme/color.rs	155	impl	impl Colorize for Hsla {
theme/color.rs	361	public	pub fn deserialize<'de, D>(deserializer: D) -> Result<ColorScales, D::Error> where D: Deserializer<'de>, {
theme/color.rs	375	public	pub enum ColorName {
theme/color.rs	399	impl	impl Display for ColorName {
theme/color.rs	406	impl	impl TryFrom<&str> for ColorName {
theme/color.rs	436	impl	impl TryFrom<SharedString> for ColorName {
theme/color.rs	443	impl	impl ColorName {
theme/color.rs	445	public	pub fn all() -> [Self; 19] {
theme/color.rs	473	public	pub fn scale(&self, scale: usize) -> Hsla {
theme/color.rs	604	public	pub fn [<$color _ $scale>]() -> Hsla {
theme/color.rs	625	public	pub fn [<$color>](scale: usize) -> Hsla {
theme/color.rs	648	public	pub fn black() -> Hsla {
theme/color.rs	652	public	pub fn white() -> Hsla {
theme/color.rs	693	public	pub fn try_parse_color(color: &str) -> Result<Hsla> {
theme/color.rs	763	public	pub fn try_parse_background(background: &str) -> Result<Background> {
theme/mod.rs	9	public	pub use gpui_base::{
theme/mod.rs	30	public	pub use color::*;
theme/mod.rs	31	public	pub use motion::*;
theme/mod.rs	32	public	pub use registry::*;
theme/mod.rs	33	public	pub use schema::*;
theme/mod.rs	34	public	pub use theme_color::*;
theme/mod.rs	36	public	pub fn init(cx: &mut App) {
theme/mod.rs	44	public	pub trait ActiveTheme {
theme/mod.rs	45	trait-member	fn theme(&self) -> &Theme;
theme/mod.rs	48	impl	impl ActiveTheme for App {
theme/mod.rs	107	public	pub struct Theme {
theme/mod.rs	108	public	pub colors: ThemeColor,
theme/mod.rs	114	public	pub tokens: ThemeTokens,
theme/mod.rs	115	public	pub highlight_theme: Arc<HighlightTheme>,
theme/mod.rs	116	public	pub light_theme: Rc<ThemeConfig>,
theme/mod.rs	117	public	pub dark_theme: Rc<ThemeConfig>,
theme/mod.rs	119	public	pub mode: ThemeMode,
theme/mod.rs	126	public	pub font_family: SharedString,
theme/mod.rs	128	public	pub font_size: Pixels,
theme/mod.rs	141	public	pub mono_font_family: SharedString,
theme/mod.rs	143	public	pub mono_font_size: Pixels,
theme/mod.rs	145	public	pub radius: Pixels,
theme/mod.rs	147	public	pub radius_lg: Pixels,
theme/mod.rs	148	public	pub shadow: bool,
theme/mod.rs	156	public	pub focus_ring: bool,
theme/mod.rs	157	public	pub transparent: Hsla,
theme/mod.rs	160	public	pub scrollbar_mode: ScrollbarMode,
theme/mod.rs	163	public	pub notification: NotificationSettings,
theme/mod.rs	165	public	pub list: ListSettings,
theme/mod.rs	167	public	pub sheet: SheetSettings,
theme/mod.rs	170	public	pub motion: MotionTokens,
theme/mod.rs	173	impl	impl Default for Theme {
theme/mod.rs	179	impl	impl Deref for Theme {
theme/mod.rs	187	impl	impl DerefMut for Theme {
theme/mod.rs	193	impl	impl Global for Theme {}
theme/mod.rs	195	impl	impl Theme {
theme/mod.rs	198	public	pub fn global(cx: &App) -> &Theme {
theme/mod.rs	208	public	pub fn global_mut(cx: &mut App) -> &mut Theme {
theme/mod.rs	214	public	pub fn is_dark(&self) -> bool {
theme/mod.rs	219	public	pub fn theme_name(&self) -> &SharedString {
theme/mod.rs	228	public	pub fn sync_system_appearance(window: Option<&mut Window>, cx: &mut App) {
theme/mod.rs	240	public	pub fn sync_scrollbar_appearance(cx: &mut App) {
theme/mod.rs	250	public	pub fn set_scrollbar_mode(mode: ScrollbarMode, cx: &mut App) {
theme/mod.rs	261	public	pub fn change(mode: impl Into<ThemeMode>, window: Option<&mut Window>, cx: &mut App) {
theme/mod.rs	367	public	pub fn sync_base(cx: &mut App) {
theme/mod.rs	379	public	pub fn input_background(&self) -> Hsla {
theme/mod.rs	399	public	pub fn semantic_tokens(&self) -> SemanticThemeTokens {
theme/mod.rs	410	public	pub fn motion_tokens(&self) -> &MotionTokens {
theme/mod.rs	414	public	pub fn color_tokens(&self) -> ColorTokens {
theme/mod.rs	445	public	pub fn radius_full(&self) -> Pixels {
theme/mod.rs	457	public	pub fn radius_2xl(&self) -> Pixels {
theme/mod.rs	462	public	pub fn radius_3xl(&self) -> Pixels {
theme/mod.rs	467	public	pub fn radius_4xl(&self) -> Pixels {
theme/mod.rs	471	public	pub fn radius_tokens(&self) -> RadiusTokens {
theme/mod.rs	482	public	pub fn spacing_tokens(&self) -> SpacingTokens {
theme/mod.rs	486	public	pub fn typography_tokens(&self) -> TypographyTokens {
theme/mod.rs	495	public	pub fn shadow_tokens(&self) -> ShadowTokens {
theme/mod.rs	506	public	pub fn apply_semantic_tokens(&mut self, tokens: &SemanticThemeTokens) {
theme/mod.rs	547	public	pub fn resolve_semantic_config(&self, config: &SemanticThemeConfig) -> SemanticThemeTokens {
theme/mod.rs	555	public	pub fn apply_semantic_config(&mut self, config: &SemanticThemeConfig) -> SemanticThemeTokens {
theme/mod.rs	562	public	pub fn apply_semantic_config_str( &mut self, content: &str, ) -> anyhow::Result<SemanticThemeTokens> {
theme/mod.rs	659	impl	impl From<&ThemeColor> for Theme {
theme/mod.rs	701	public	pub enum ThemeMode {
theme/mod.rs	707	impl	impl ThemeMode {
theme/mod.rs	709	public	pub fn is_dark(&self) -> bool {
theme/mod.rs	714	public	pub fn name(&self) -> &'static str {
theme/mod.rs	722	impl	impl From<WindowAppearance> for ThemeMode {
theme/motion.rs	8	public	pub struct MotionTokens {
theme/motion.rs	9	public	pub duration_instant: Duration,
theme/motion.rs	10	public	pub duration_fast: Duration,
theme/motion.rs	11	public	pub duration_normal: Duration,
theme/motion.rs	12	public	pub duration_slow: Duration,
theme/motion.rs	13	public	pub easing_enter: Easing,
theme/motion.rs	14	public	pub easing_exit: Easing,
theme/motion.rs	15	public	pub easing_move: Easing,
theme/motion.rs	16	public	pub spring_control: Spring,
theme/motion.rs	17	public	pub spring_move: Spring,
theme/motion.rs	18	public	pub distance_short: Rems,
theme/motion.rs	19	public	pub distance_medium: Rems,
theme/motion.rs	22	impl	impl Default for MotionTokens {
theme/registry.rs	76	public	pub struct ThemeRegistry {
theme/registry.rs	83	impl	impl Global for ThemeRegistry {}
theme/registry.rs	85	impl	impl ThemeRegistry {
theme/registry.rs	86	public	pub fn global(cx: &App) -> &Self {
theme/registry.rs	90	public	pub fn global_mut(cx: &mut App) -> &mut Self {
theme/registry.rs	98	public	pub fn watch_dir<F>(themes_dir: PathBuf, cx: &mut App, on_load: F) -> Result<()> where F: Fn(&mut App) + 'static, {
theme/registry.rs	121	public	pub fn themes(&self) -> &HashMap<SharedString, Rc<ThemeConfig>> {
theme/registry.rs	126	public	pub fn sorted_themes(&self) -> Vec<&Rc<ThemeConfig>> {
theme/registry.rs	139	public	pub fn default_themes(&self) -> &HashMap<ThemeMode, Rc<ThemeConfig>> {
theme/registry.rs	143	public	pub fn default_light_theme(&self) -> &Rc<ThemeConfig> {
theme/registry.rs	147	public	pub fn default_dark_theme(&self) -> &Rc<ThemeConfig> {
theme/registry.rs	151	public	pub fn load_themes_from_str(&mut self, content: &str) -> anyhow::Result<()> {
theme/schema.rs	24	public	pub struct ThemeSet {
theme/schema.rs	26	public	pub name: SharedString,
theme/schema.rs	28	public	pub author: Option<SharedString>,
theme/schema.rs	30	public	pub url: Option<SharedString>,
theme/schema.rs	33	public	pub themes: Vec<ThemeConfig>,
theme/schema.rs	38	public	pub struct ThemeConfig {
theme/schema.rs	40	public	pub is_default: bool,
theme/schema.rs	42	public	pub name: SharedString,
theme/schema.rs	44	public	pub mode: ThemeMode,
theme/schema.rs	48	public	pub font_size: Option<f32>,
theme/schema.rs	51	public	pub font_family: Option<SharedString>,
theme/schema.rs	61	public	pub mono_font_family: Option<SharedString>,
theme/schema.rs	64	public	pub mono_font_size: Option<f32>,
theme/schema.rs	68	public	pub radius: Option<usize>,
theme/schema.rs	71	public	pub radius_lg: Option<usize>,
theme/schema.rs	74	public	pub shadow: Option<bool>,
theme/schema.rs	77	public	pub colors: ThemeConfigColors,
theme/schema.rs	81	public	pub highlight: Option<HighlightThemeStyle>,
theme/schema.rs	86	public	pub struct SemanticThemeConfig {
theme/schema.rs	87	public	pub colors: SemanticColorConfig,
theme/schema.rs	88	public	pub radius: SemanticRadiusConfig,
theme/schema.rs	89	public	pub spacing: SemanticSpacingConfig,
theme/schema.rs	90	public	pub typography: SemanticTypographyConfig,
theme/schema.rs	91	public	pub shadow: SemanticShadowConfig,
theme/schema.rs	100	public	pub struct SemanticThemeConfigFile {
theme/schema.rs	101	public	pub tokens: SemanticThemeConfig,
theme/schema.rs	106	public	pub struct SemanticColorConfig {
theme/schema.rs	107	public	pub background: Option<SharedString>,
theme/schema.rs	108	public	pub foreground: Option<SharedString>,
theme/schema.rs	109	public	pub surface: Option<SharedString>,
theme/schema.rs	110	public	pub surface_foreground: Option<SharedString>,
theme/schema.rs	111	public	pub primary: Option<SharedString>,
theme/schema.rs	112	public	pub primary_foreground: Option<SharedString>,
theme/schema.rs	113	public	pub secondary: Option<SharedString>,
theme/schema.rs	114	public	pub secondary_foreground: Option<SharedString>,
theme/schema.rs	115	public	pub muted: Option<SharedString>,
theme/schema.rs	116	public	pub muted_foreground: Option<SharedString>,
theme/schema.rs	117	public	pub accent: Option<SharedString>,
theme/schema.rs	118	public	pub accent_foreground: Option<SharedString>,
theme/schema.rs	119	public	pub destructive: Option<SharedString>,
theme/schema.rs	120	public	pub destructive_foreground: Option<SharedString>,
theme/schema.rs	121	public	pub border: Option<SharedString>,
theme/schema.rs	122	public	pub input: Option<SharedString>,
theme/schema.rs	123	public	pub ring: Option<SharedString>,
theme/schema.rs	128	public	pub struct SemanticRadiusConfig {
theme/schema.rs	129	public	pub none: Option<f32>,
theme/schema.rs	130	public	pub sm: Option<f32>,
theme/schema.rs	131	public	pub md: Option<f32>,
theme/schema.rs	132	public	pub lg: Option<f32>,
theme/schema.rs	133	public	pub xl: Option<f32>,
theme/schema.rs	134	public	pub full: Option<f32>,
theme/schema.rs	139	public	pub struct SemanticSpacingConfig {
theme/schema.rs	140	public	pub xxs: Option<f32>,
theme/schema.rs	141	public	pub xs: Option<f32>,
theme/schema.rs	142	public	pub sm: Option<f32>,
theme/schema.rs	143	public	pub md: Option<f32>,
theme/schema.rs	144	public	pub lg: Option<f32>,
theme/schema.rs	145	public	pub xl: Option<f32>,
theme/schema.rs	146	public	pub xxl: Option<f32>,
theme/schema.rs	151	public	pub struct SemanticTextStyleConfig {
theme/schema.rs	152	public	pub size: Option<f32>,
theme/schema.rs	153	public	pub line_height: Option<f32>,
theme/schema.rs	154	public	pub weight: Option<FontWeight>,
theme/schema.rs	159	public	pub struct SemanticTypographyConfig {
theme/schema.rs	160	public	pub sans: Option<SharedString>,
theme/schema.rs	161	public	pub mono: Option<SharedString>,
theme/schema.rs	162	public	pub xs: SemanticTextStyleConfig,
theme/schema.rs	163	public	pub sm: SemanticTextStyleConfig,
theme/schema.rs	164	public	pub md: SemanticTextStyleConfig,
theme/schema.rs	165	public	pub lg: SemanticTextStyleConfig,
theme/schema.rs	166	public	pub xl: SemanticTextStyleConfig,
theme/schema.rs	167	public	pub mono_md: SemanticTextStyleConfig,
theme/schema.rs	172	public	pub struct SemanticShadowConfig {
theme/schema.rs	173	public	pub sm: Option<Vec<BoxShadow>>,
theme/schema.rs	174	public	pub md: Option<Vec<BoxShadow>>,
theme/schema.rs	175	public	pub lg: Option<Vec<BoxShadow>>,
theme/schema.rs	178	impl	impl SemanticThemeConfig {
theme/schema.rs	253	public	pub struct ThemeConfigColors {
theme/schema.rs	256	public	pub accent: Option<SharedString>,
theme/schema.rs	259	public	pub accent_foreground: Option<SharedString>,
theme/schema.rs	262	public	pub accordion: Option<SharedString>,
theme/schema.rs	265	public	pub background: Option<SharedString>,
theme/schema.rs	268	public	pub border: Option<SharedString>,
theme/schema.rs	271	public	pub button: Option<SharedString>,
theme/schema.rs	274	public	pub button_active: Option<SharedString>,
theme/schema.rs	277	public	pub button_foreground: Option<SharedString>,
theme/schema.rs	280	public	pub button_hover: Option<SharedString>,
theme/schema.rs	283	public	pub button_danger: Option<SharedString>,
theme/schema.rs	286	public	pub button_danger_active: Option<SharedString>,
theme/schema.rs	289	public	pub button_danger_foreground: Option<SharedString>,
theme/schema.rs	292	public	pub button_danger_hover: Option<SharedString>,
theme/schema.rs	295	public	pub button_info: Option<SharedString>,
theme/schema.rs	298	public	pub button_info_active: Option<SharedString>,
theme/schema.rs	301	public	pub button_info_foreground: Option<SharedString>,
theme/schema.rs	304	public	pub button_info_hover: Option<SharedString>,
theme/schema.rs	307	public	pub button_primary: Option<SharedString>,
theme/schema.rs	310	public	pub button_primary_active: Option<SharedString>,
theme/schema.rs	313	public	pub button_primary_foreground: Option<SharedString>,
theme/schema.rs	316	public	pub button_primary_hover: Option<SharedString>,
theme/schema.rs	319	public	pub button_secondary: Option<SharedString>,
theme/schema.rs	322	public	pub button_secondary_active: Option<SharedString>,
theme/schema.rs	325	public	pub button_secondary_foreground: Option<SharedString>,
theme/schema.rs	328	public	pub button_secondary_hover: Option<SharedString>,
theme/schema.rs	331	public	pub button_success: Option<SharedString>,
theme/schema.rs	334	public	pub button_success_active: Option<SharedString>,
theme/schema.rs	337	public	pub button_success_foreground: Option<SharedString>,
theme/schema.rs	340	public	pub button_success_hover: Option<SharedString>,
theme/schema.rs	343	public	pub button_warning: Option<SharedString>,
theme/schema.rs	346	public	pub button_warning_active: Option<SharedString>,
theme/schema.rs	349	public	pub button_warning_foreground: Option<SharedString>,
theme/schema.rs	352	public	pub button_warning_hover: Option<SharedString>,
theme/schema.rs	355	public	pub group_box: Option<SharedString>,
theme/schema.rs	358	public	pub group_box_foreground: Option<SharedString>,
theme/schema.rs	361	public	pub group_box_title_foreground: Option<SharedString>,
theme/schema.rs	364	public	pub caret: Option<SharedString>,
theme/schema.rs	367	public	pub chart_1: Option<SharedString>,
theme/schema.rs	370	public	pub chart_2: Option<SharedString>,
theme/schema.rs	373	public	pub chart_3: Option<SharedString>,
theme/schema.rs	376	public	pub chart_4: Option<SharedString>,
theme/schema.rs	379	public	pub chart_5: Option<SharedString>,
theme/schema.rs	382	public	pub chart_bullish: Option<SharedString>,
theme/schema.rs	385	public	pub chart_bearish: Option<SharedString>,
theme/schema.rs	388	public	pub danger: Option<SharedString>,
theme/schema.rs	391	public	pub danger_active: Option<SharedString>,
theme/schema.rs	394	public	pub danger_foreground: Option<SharedString>,
theme/schema.rs	397	public	pub danger_hover: Option<SharedString>,
theme/schema.rs	400	public	pub description_list_label: Option<SharedString>,
theme/schema.rs	403	public	pub description_list_label_foreground: Option<SharedString>,
theme/schema.rs	406	public	pub drag_border: Option<SharedString>,
theme/schema.rs	409	public	pub drop_target: Option<SharedString>,
theme/schema.rs	412	public	pub foreground: Option<SharedString>,
theme/schema.rs	415	public	pub info: Option<SharedString>,
theme/schema.rs	418	public	pub info_active: Option<SharedString>,
theme/schema.rs	421	public	pub info_foreground: Option<SharedString>,
theme/schema.rs	424	public	pub info_hover: Option<SharedString>,
theme/schema.rs	427	public	pub input: Option<SharedString>,
theme/schema.rs	430	public	pub link: Option<SharedString>,
theme/schema.rs	433	public	pub link_active: Option<SharedString>,
theme/schema.rs	436	public	pub link_hover: Option<SharedString>,
theme/schema.rs	439	public	pub list: Option<SharedString>,
theme/schema.rs	442	public	pub list_active: Option<SharedString>,
theme/schema.rs	445	public	pub list_active_border: Option<SharedString>,
theme/schema.rs	448	public	pub list_even: Option<SharedString>,
theme/schema.rs	451	public	pub list_head: Option<SharedString>,
theme/schema.rs	454	public	pub list_hover: Option<SharedString>,
theme/schema.rs	457	public	pub muted: Option<SharedString>,
theme/schema.rs	460	public	pub muted_foreground: Option<SharedString>,
theme/schema.rs	463	public	pub popover: Option<SharedString>,
theme/schema.rs	466	public	pub popover_foreground: Option<SharedString>,
theme/schema.rs	469	public	pub primary: Option<SharedString>,
theme/schema.rs	472	public	pub primary_active: Option<SharedString>,
theme/schema.rs	475	public	pub primary_foreground: Option<SharedString>,
theme/schema.rs	478	public	pub primary_hover: Option<SharedString>,
theme/schema.rs	481	public	pub progress_bar: Option<SharedString>,
theme/schema.rs	484	public	pub ring: Option<SharedString>,
theme/schema.rs	487	public	pub scrollbar: Option<SharedString>,
theme/schema.rs	490	public	pub scrollbar_thumb: Option<SharedString>,
theme/schema.rs	493	public	pub scrollbar_thumb_hover: Option<SharedString>,
theme/schema.rs	496	public	pub secondary: Option<SharedString>,
theme/schema.rs	499	public	pub secondary_active: Option<SharedString>,
theme/schema.rs	502	public	pub secondary_foreground: Option<SharedString>,
theme/schema.rs	505	public	pub secondary_hover: Option<SharedString>,
theme/schema.rs	508	public	pub selection: Option<SharedString>,
theme/schema.rs	511	public	pub sidebar: Option<SharedString>,
theme/schema.rs	514	public	pub sidebar_accent: Option<SharedString>,
theme/schema.rs	517	public	pub sidebar_accent_foreground: Option<SharedString>,
theme/schema.rs	520	public	pub sidebar_border: Option<SharedString>,
theme/schema.rs	523	public	pub sidebar_foreground: Option<SharedString>,
theme/schema.rs	526	public	pub sidebar_primary: Option<SharedString>,
theme/schema.rs	529	public	pub sidebar_primary_foreground: Option<SharedString>,
theme/schema.rs	532	public	pub skeleton: Option<SharedString>,
theme/schema.rs	535	public	pub slider_bar: Option<SharedString>,
theme/schema.rs	538	public	pub slider_thumb: Option<SharedString>,
theme/schema.rs	541	public	pub success: Option<SharedString>,
theme/schema.rs	544	public	pub success_foreground: Option<SharedString>,
theme/schema.rs	547	public	pub success_hover: Option<SharedString>,
theme/schema.rs	550	public	pub success_active: Option<SharedString>,
theme/schema.rs	553	public	pub switch: Option<SharedString>,
theme/schema.rs	556	public	pub switch_thumb: Option<SharedString>,
theme/schema.rs	559	public	pub tab: Option<SharedString>,
theme/schema.rs	562	public	pub tab_active: Option<SharedString>,
theme/schema.rs	565	public	pub tab_active_foreground: Option<SharedString>,
theme/schema.rs	568	public	pub tab_bar: Option<SharedString>,
theme/schema.rs	571	public	pub tab_bar_segmented: Option<SharedString>,
theme/schema.rs	574	public	pub tab_foreground: Option<SharedString>,
theme/schema.rs	577	public	pub table: Option<SharedString>,
theme/schema.rs	580	public	pub table_active: Option<SharedString>,
theme/schema.rs	583	public	pub table_active_border: Option<SharedString>,
theme/schema.rs	586	public	pub table_even: Option<SharedString>,
theme/schema.rs	589	public	pub table_head: Option<SharedString>,
theme/schema.rs	592	public	pub table_head_foreground: Option<SharedString>,
theme/schema.rs	595	public	pub table_foot: Option<SharedString>,
theme/schema.rs	598	public	pub table_foot_foreground: Option<SharedString>,
theme/schema.rs	601	public	pub table_hover: Option<SharedString>,
theme/schema.rs	604	public	pub table_row_border: Option<SharedString>,
theme/schema.rs	607	public	pub title_bar: Option<SharedString>,
theme/schema.rs	610	public	pub title_bar_border: Option<SharedString>,
theme/schema.rs	613	public	pub status_bar: Option<SharedString>,
theme/schema.rs	616	public	pub status_bar_border: Option<SharedString>,
theme/schema.rs	619	public	pub warning: Option<SharedString>,
theme/schema.rs	622	public	pub warning_active: Option<SharedString>,
theme/schema.rs	625	public	pub warning_hover: Option<SharedString>,
theme/schema.rs	628	public	pub warning_foreground: Option<SharedString>,
theme/schema.rs	631	public	pub overlay: Option<SharedString>,
theme/schema.rs	638	public	pub window_border: Option<SharedString>,
theme/schema.rs	677	impl	impl ThemeColor {
theme/schema.rs	1058	impl	impl Theme {
theme/schema.rs	1060	public	pub fn apply_config(&mut self, config: &Rc<ThemeConfig>) {
theme/theme_color.rs	11	public	pub struct ThemeToken {
theme/theme_color.rs	12	public	pub color: Hsla,
theme/theme_color.rs	13	public	pub background: Background,
theme/theme_color.rs	16	impl	impl ThemeToken {
theme/theme_color.rs	17	public	pub fn new(color: Hsla, background: Background) -> Self {
theme/theme_color.rs	22	impl	impl Deref for ThemeToken {
theme/theme_color.rs	30	impl	impl From<Hsla> for ThemeToken {
theme/theme_color.rs	39	impl	impl From<ThemeToken> for Hsla {
theme/theme_color.rs	45	impl	impl From<ThemeToken> for Background {
theme/theme_color.rs	51	impl	impl From<ThemeToken> for Fill {
theme/theme_color.rs	59	public	pub struct ThemeColor {
theme/theme_color.rs	61	public	pub accent: Hsla,
theme/theme_color.rs	63	public	pub accent_foreground: Hsla,
theme/theme_color.rs	65	public	pub accordion: Hsla,
theme/theme_color.rs	67	public	pub background: Hsla,
theme/theme_color.rs	69	public	pub border: Hsla,
theme/theme_color.rs	71	public	pub button: Hsla,
theme/theme_color.rs	73	public	pub button_active: Hsla,
theme/theme_color.rs	75	public	pub button_foreground: Hsla,
theme/theme_color.rs	77	public	pub button_hover: Hsla,
theme/theme_color.rs	79	public	pub button_danger: Hsla,
theme/theme_color.rs	81	public	pub button_danger_active: Hsla,
theme/theme_color.rs	83	public	pub button_danger_foreground: Hsla,
theme/theme_color.rs	85	public	pub button_danger_hover: Hsla,
theme/theme_color.rs	87	public	pub button_info: Hsla,
theme/theme_color.rs	89	public	pub button_info_active: Hsla,
theme/theme_color.rs	91	public	pub button_info_foreground: Hsla,
theme/theme_color.rs	93	public	pub button_info_hover: Hsla,
theme/theme_color.rs	95	public	pub button_primary: Hsla,
theme/theme_color.rs	97	public	pub button_primary_active: Hsla,
theme/theme_color.rs	99	public	pub button_primary_foreground: Hsla,
theme/theme_color.rs	101	public	pub button_primary_hover: Hsla,
theme/theme_color.rs	103	public	pub button_secondary: Hsla,
